"tract","Name","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_p25"
48027023402,"Rogers, TX",0.1631
55117010300,"Elkhart Lake, WI",0.1631
6065042514,"Moreno Valley, CA",0.1631
12081001701,"Bradenton Beach, FL",0.1631
42003517000,"Pittsburgh, PA",0.1631
53061052906,"Marysville, WA",0.1631
25017353600,"Agassiz, Cambridge, MA",0.1631
6073013410,"San Miguel Ranch, Chula Vista, CA",0.1631
40033871200,"Walters, OK",0.1631
17095001300,"Knoxville, IL",0.1631
9011696600,"Westside Norwich, Norwich, CT",0.1631
6001423200,"Southwest Berkeley, Berkeley, CA",0.1631
42125781700,"Charleroi, PA",0.1631
32003002949,"Las Vegas, NV",0.1631
51685920200,"Manassas Park, VA",0.1631
48061012401,"Los Fresnos, TX",0.1631
15001020802,"Hilo, HI",0.1631
40113940009,"Skiatook, OK",0.1631
48215021804,"San Juan, TX",0.1631
6037555102,"Lakewood, CA",0.1631
4013092305,"Glendale, AZ",0.1631
6073012304,"Chula Vista, CA",0.1631
6037113233,"Canoga Park, Los Angeles, CA",0.1631
24045010501,"Fruitland, MD",0.1631
8005083200,"Tallgrass, Aurora, CO",0.163
27157490400,"Zumbro Falls, MN",0.163
6037187200,"Echo Park, Los Angeles, CA",0.163
12099007754,"Lake Worth, FL",0.163
42101031900,"Northeast Philadelphia, Philadelphia, PA",0.163
27123041800,"Roseville, MN",0.163
4013814200,"The Islands, Gilbert, AZ",0.163
6095253101,"Vacaville, CA",0.163
48061012102,"San Benito, TX",0.163
29087960200,"Mound City, MO",0.163
41007950700,"Gearhart, OR",0.163
29189220502,"St. Louis, MO",0.163
6001401300,"Pill Hill, Oakland, CA",0.163
8123001414,"Greeley, CO",0.163
36061015100,"Lincoln Square, New York, NY",0.163
27137011400,"Makinen, MN",0.163
8041003905,"Briargate, Colorado Springs, CO",0.163
6085503508,"Alum Rock, San Jose, CA",0.163
31055007448,"West Omaha, Omaha, NE",0.163
25025030100,"North End, Boston, MA",0.163
11001009509,"Michigan Park, Washington, DC",0.163
17043846409,"Aurora, IL",0.163
40147001300,"Ramona, OK",0.1629
25025060101,"City Point, Boston, MA",0.1629
44007013400,"Edgewood, Cranston, RI",0.1629
36047088400,"Kings County, NY",0.1629
6029006303,"Arvin, CA",0.1629
6013355107,"Antioch, CA",0.1629
12011060125,"Lauderhill, FL",0.1629
13057090905,"Woodstock, GA",0.1629
36081037700,"Queens County, NY",0.1629
12031016803,"Southside, Jacksonville, FL",0.1629
48145000700,"Lott, TX",0.1629
36109000900,"Ithaca, NY",0.1629
6073016811,"Lakeside, CA",0.1629
36061019300,"Upper West Side, New York, NY",0.1629
27003050224,"Ramsey, MN",0.1629
28033070520,"Southaven, MS",0.1629
26163564700,"Canton, MI",0.1629
48439113613,"Hurst, TX",0.1629
6067009106,"Larchmont Riviera, Sacramento, CA",0.1629
48133950200,"Eastland, TX",0.1629
22051020515,"Kenner, LA",0.1629
27143170200,"Winthrop, MN",0.1629
6095253206,"Vacaville, CA",0.1629
55079091300,"Wauwatosa, WI",0.1629
41051001000,"Brooklyn, Portland, OR",0.1629
42129805500,"Monessen, PA",0.1629
34023003500,"Carteret, NJ",0.1629
36059407102,"Hempstead, NY",0.1629
55079021500,"Castle Manor, Milwaukee, WI",0.1629
39167021400,"Marietta, OH",0.1629
25025020101,"Beacon Hill, Boston, MA",0.1629
42129803902,"Greensburg, PA",0.1629
6053014105,"Marina, CA",0.1629
48331950300,"Rockdale, TX",0.1629
27003051206,"Fridley, MN",0.1629
6073020309,"Country Club, Escondido, CA",0.1628
6037900201,"Lancaster, CA",0.1628
34029720204,"Toms River, NJ",0.1628
53053063000,"South Tacoma, Tacoma, WA",0.1628
18105000903,"Bloomington, IN",0.1628
8035014403,"Castle Rock, CO",0.1628
48221160100,"Granbury, TX",0.1628
17031833300,"Near West Side, Chicago, IL",0.1628
17031811401,"Franklin Park, IL",0.1628
6059011000,"Fullerton, CA",0.1628
48381021101,"Amarillo, TX",0.1628
6067005601,"Sacramento, CA",0.1628
12127082606,"Loggerhead Dunes, Ponce Inlet, FL",0.1628
6073007903,"Pacific Beach, San Diego, CA",0.1628
27163070204,"Hugo, MN",0.1628
48201432702,"Westside, Houston, TX",0.1628
29047021806,"Kearney, MO",0.1628
6061021604,"Auburn, CA",0.1628
35001000711,"Supper Rock, Albuquerque, NM",0.1628
8083969100,"Mancos, CO",0.1628
36047100600,"Kings County, NY",0.1628
36059414304,"Freeport, NY",0.1628
27173970300,"Clarkfield, MN",0.1628
48201252302,"Sterling Green, Channelview, TX",0.1628
22057021200,"Galliano, LA",0.1628
6037920026,"Santa Clarita, CA",0.1628
6009000122,"Murphys, CA",0.1628
42045404101,"Swarthmore, PA",0.1628
48029181816,"Northwest Side, San Antonio, TX",0.1628
6067009618,"Elk Grove, CA",0.1628
48113000100,"Lakewood, Dallas, TX",0.1627
12095017702,"Apopka, FL",0.1627
26125192000,"Quailcrest, Rochester Hills, MI",0.1627
36027200001,"Millbrook, NY",0.1627
42079211203,"Dallas, PA",0.1627
39165032003,"Maineville, OH",0.1627
6073008003,"Pacific Beach, San Diego, CA",0.1627
48159950300,"Winnsboro, TX",0.1627
19133960200,"Onawa, IA",0.1627
26099262400,"Warren, MI",0.1627
22051025102,"Gretna, LA",0.1627
36029009600,"Buffalo, NY",0.1627
42101002801,"South Philadelphia, Philadelphia, PA",0.1627
27063480200,"Okabena, MN",0.1627
48141004307,"Vista Hills, El Paso, TX",0.1627
6111007613,"Moorpark, CA",0.1627
18081610202,"Greenwood, IN",0.1627
35025000200,"Hobbs, NM",0.1627
17063000200,"Morris, IL",0.1627
12011110342,"Miramar, FL",0.1627
8013060700,"Louisville, CO",0.1627
36047032600,"Kings County, NY",0.1627
9003405500,"Bristol, CT",0.1627
42085033000,"Grove City, PA",0.1627
8069001806,"Loveland, CO",0.1627
48061013901,"Southmost, Brownsville, TX",0.1627
48113013722,"Southwest Carrollton, Carrollton, TX",0.1627
37081010800,"Downtown, Greensboro, NC",0.1626
21111008500,"Cherokee Seneca, Louisville, KY",0.1626
34025801900,"Keyport, NJ",0.1626
6037119400,"Arleta, Los Angeles, CA",0.1626
6073006801,"Point Loma Heights, San Diego, CA",0.1626
12115002305,"Venice, FL",0.1626
6037503202,"East Whitter, Whittier, CA",0.1626
36103201100,"Brentwood, NY",0.1626
37183052507,"Northwest Raleigh, Raleigh, NC",0.1626
24019970702,"Cambridge, MD",0.1626
32003003245,"Cimarron Gowan, Las Vegas, NV",0.1626
27067780300,"New London, MN",0.1626
36029012800,"Buffalo, NY",0.1626
29510103100,"Lindenwood Park, St. Louis, MO",0.1626
42019902900,"Butler, PA",0.1626
6077003210,"Sherwoods Manor, Stockton, CA",0.1626
51810043800,"Northeast Virginia Beach, Virginia Beach, VA",0.1626
6037132001,"Van Nuys, Los Angeles, CA",0.1626
36005016200,"Bronx County, NY",0.1626
48453001817,"North Shoal Creek, Austin, TX",0.1626
37119005619,"Silverwood, Charlotte, NC",0.1626
6073003213,"Bay Terraces, San Diego, CA",0.1626
34003030200,"Lodi, NJ",0.1626
40041375601,"Jay, OK",0.1625
55043961100,"Cuba City, WI",0.1625
6097152701,"Santa Rosa, CA",0.1625
12127082604,"Bridgeport Heights, Daytona Beach, FL",0.1625
31071973200,"Burwell, NE",0.1625
44007010102,"Rumford, East Providence, RI",0.1625
53033030504,"Auburn, WA",0.1625
42089301001,"East Stroudsburg, PA",0.1625
48291700500,"Cleveland, TX",0.1625
48423002102,"Tyler, TX",0.1625
55025011102,"HIghland, Middleton, WI",0.1625
37119005514,"Prosperity Church Road, Charlotte, NC",0.1625
24021750803,"Fredericktowne Village, Frederick, MD",0.1625
12021000500,"Port Royal, Naples, FL",0.1625
36081064600,"Queens County, NY",0.1625
51700031902,"Central Newport News, Newport News, VA",0.1625
18089041700,"Lake Station, IN",0.1625
48113018130,"Mesquite, TX",0.1625
6037502402,"El Rancho, Pico Rivera, CA",0.1625
30111000702,"Heights, Billings, MT",0.1625
42015951300,"Granville Summit, PA",0.1625
19117950100,"Chariton, IA",0.1624
36089490200,"Massena, NY",0.1624
26099250500,"Saint Clair Shores, MI",0.1624
48059030200,"Baird, TX",0.1624
12009063106,"Six Mile Creek, Melbourne, FL",0.1624
1097002502,"Park Place, Mobile, AL",0.1624
48167721000,"Dickinson, TX",0.1624
36105950500,"Liberty, NY",0.1624
48201340100,"Southbelt/ Ellington, Houston, TX",0.1624
12095016001,"Winter Park, FL",0.1624
39153507201,"Northwest Akron, Akron, OH",0.1624
19149970600,"Hinton, IA",0.1624
48439113631,"Grapevine, TX",0.1624
39173021100,"Pemberville, OH",0.1624
53063000800,"Balboa, Spokane, WA",0.1624
26163569300,"Garden City, MI",0.1624
20045000603,"Monterey, Lawrence, KS",0.1624
42003490003,"Pittsburgh, PA",0.1624
12086010198,"Miami, FL",0.1624
6037402002,"Claremont, CA",0.1624
51650010703,"Willow Oaks, Hampton, VA",0.1624
48055960600,"Luling, TX",0.1624
48251130204,"Burleson, TX",0.1624
26125162100,"Southfield, MI",0.1624
48167723200,"La Marque, TX",0.1624
48439114005,"Saginaw, TX",0.1624
27145001001,"St. Cloud, MN",0.1624
13117130602,"Alpharetta, GA",0.1624
8037000301,"El Jebel, CO",0.1623
13135050435,"Lilburn, GA",0.1623
6101050800,"Sutter, CA",0.1623
31175971300,"Ord, NE",0.1623
34039035500,"Rahway, NJ",0.1623
17031140702,"Albany Park, Chicago, IL",0.1623
48157670902,"Fresno, TX",0.1623
40143007506,"Broken Arrow, OK",0.1623
31013951200,"Alliance, NE",0.1623
6095252202,"Fairfield, CA",0.1623
28147950200,"Tylertown, MS",0.1623
27139080903,"Prior Lake, MN",0.1623
22051024001,"River Ridge, LA",0.1623
4013104202,"North Mountain Village, Phoenix, AZ",0.1623
24025305300,"Darlington, MD",0.1623
2090000500,"Fairbanks, AK",0.1623
8059012051,"Columbine Knolls, Littleton, CO",0.1623
26099261600,"Warren Woods, Warren, MI",0.1623
53057951100,"Concrete, WA",0.1623
6095251400,"Vallejo, CA",0.1623
17197883504,"Frankfort, IL",0.1623
48361021900,"Vidor, TX",0.1623
32003002961,"Las Vegas, NV",0.1623
6029003124,"The Seasons, Bakersfield, CA",0.1623
6037535804,"South Gate, CA",0.1623
42031160200,"Lucinda, PA",0.1623
35028000500,"White Rock, NM",0.1623
49035112821,"Draper, UT",0.1623
5119003100,"North Little Rock, AR",0.1622
19101090400,"Fairfield, IA",0.1622
12071040313,"Eisenhower, Lehigh Acres, FL",0.1622
53033007300,"South Lake Union, Seattle, WA",0.1622
36119010902,"White Plains, NY",0.1622
29095014501,"Independence, MO",0.1622
6113011002,"Woodland, CA",0.1622
19163010201,"Eldridge, IA",0.1622
55097960100,"Rosholt, WI",0.1622
6067009610,"Southwestern Sacramento, Sacramento, CA",0.1622
4021000319,"Apache Junction, AZ",0.1622
6037134710,"Canoga Park, Los Angeles, CA",0.1622
47037017901,"Green Hills, Nashville, TN",0.1622
48325000102,"Castroville, TX",0.1622
12086005901,"West Miami, FL",0.1622
6059021914,"Santa Ana, CA",0.1622
36075021402,"Oswego, NY",0.1622
17031806300,"Des Plaines, IL",0.1622
48309004202,"West, TX",0.1622
48409011200,"Mathis, TX",0.1622
6095253107,"Vacaville, CA",0.1622
41051002600,"Grant Park, Portland, OR",0.1622
6085512509,"Gilroy, CA",0.1622
6013313103,"Pittsburg, CA",0.1622
42091208604,"Royersford, PA",0.1622
36001013100,"Green Island, NY",0.1622
19117950200,"Chariton, IA",0.1622
49053270901,"Hurricane, UT",0.1622
6065043818,"Beaumont, CA",0.1622
24003730604,"Severna Park, MD",0.1622
6059087505,"Hermosa Village, Anaheim, CA",0.1622
19155021502,"Avoca, IA",0.1621
48135002300,"Odessa, TX",0.1621
25027733102,"Webster Square, Worcester, MA",0.1621
13135050208,"Lawrenceville, GA",0.1621
12099000209,"Palm Beach Gardens, FL",0.1621
48201531700,"North Houston, Houston, TX",0.1621
6037531603,"East Los Angeles, CA",0.1621
6029004101,"Shafter, CA",0.1621
18163010403,"Westside, Evansville, IN",0.1621
34037373700,"Newton, NJ",0.1621
16063950100,"Shoshone, ID",0.1621
17031802506,"Wheeling, IL",0.1621
48201532800,"Northside, Houston, TX",0.1621
32003004914,"Las Vegas, NV",0.1621
8005087300,"Denver, CO",0.1621
6037702202,"Sunset Park, Santa Monica, CA",0.1621
48439113925,"Summerfields, Fort Worth, TX",0.1621
6037553100,"Bellflower, CA",0.1621
26125122900,"Ortonville, Brandon Township, MI",0.1621
35001000125,"Embudo Canyon, Albuquerque, NM",0.1621
20091050302,"Missionhill Acres, Mission, KS",0.1621
39157020600,"Dover, OH",0.1621
51009010300,"Madison Heights, VA",0.1621
36081052800,"Queens County, NY",0.1621
35015001000,"Artesia, NM",0.1621
13121011611,"Roswell, GA",0.1621
9007610200,"Clinton, CT",0.1621
41067031611,"Five Oaks, Beaverton, OR",0.1621
6059086702,"Northwest Anaheim, Anaheim, CA",0.1621
1117030605,"Alabaster, AL",0.1621
36081094203,"Queens County, NY",0.1621
8037000200,"Gypsum, CO",0.1621
11001009302,"Brookland, Washington, DC",0.1621
29095014114,"Blue Springs, MO",0.1621
6037128101,"Van Nuys, Los Angeles, CA",0.162
48339694400,"Montgomery, TX",0.162
12071010412,"Pelican, Cape Coral, FL",0.162
4025000500,"Prescott, AZ",0.162
6037190301,"Central LA, Los Angeles, CA",0.162
45063021032,"Lexington, SC",0.162
42039111700,"Meadville, PA",0.162
36069052200,"Naples, NY",0.162
49047968402,"Vernal, UT",0.162
51027010600,"Oakwood, VA",0.162
6037910208,"Palmdale, CA",0.162
36067004600,"Eastside, Syracuse, NY",0.162
25009266100,"Amesbury, MA",0.162
42027011501,"State College, PA",0.162
25001014002,"Pocasset, Bourne, MA",0.162
39093013100,"Avon, OH",0.162
8083969000,"Dolores, CO",0.162
22079012301,"Alexandria, LA",0.162
12083002202,"Fort King District, Ocala, FL",0.162
26099230200,"Sterling Heights, MI",0.162
44007016600,"Pawtucket, RI",0.162
47065011442,"Chattanooga, TN",0.162
13135050533,"Lawrenceville, GA",0.162
35015000402,"Carlsbad, NM",0.162
48201333700,"Greater Hobby Area, Houston, TX",0.162
18081610605,"Greenwood, IN",0.162
12086009808,"Miami, FL",0.162
34017001300,"The Heights, Jersey City, NJ",0.162
48321730400,"Bay City, TX",0.162
6097154000,"Healdsburg, CA",0.162
6067007016,"Gateway West, Sacramento, CA",0.162
17031150200,"Portage Park, Chicago, IL",0.162
6067008206,"Orangevale, CA",0.162
48157674603,"Tara, Richmond, TX",0.162
20085082800,"Mayetta, KS",0.1619
26119910200,"Atlanta, MI",0.1619
48439113812,"Keller, TX",0.1619
29095014806,"Blue Springs, MO",0.1619
9003476200,"Windsor Locks, CT",0.1619
48135000800,"Odessa, TX",0.1619
26099260200,"Warren, MI",0.1619
55063010401,"Onalaska, WI",0.1619
6059110603,"Buena Park, CA",0.1619
41039003900,"West Eugene, Eugene, OR",0.1619
20091053414,"Lionsgate, Overland Park, KS",0.1619
54015958000,"Maysel, WV",0.1619
26021001400,"Stevensville, MI",0.1619
48167723800,"Hitchcock, TX",0.1619
36051031100,"Conesus, NY",0.1619
25005653203,"Bliss Corner, Dartmouth, MA",0.1619
42003101800,"Stanton Heights, Pittsburgh, PA",0.1619
23031037000,"South Eliot, Eliot, ME",0.1619
39035152101,"Euclid, OH",0.1619
25017342600,"Everett, MA",0.1619
19127950300,"Melbourne, IA",0.1619
56007967800,"Rawlins, WY",0.1619
12086012900,"Hialeah, FL",0.1619
6019005605,"Fresno, CA",0.1619
6085504002,"East San Jose, San Jose, CA",0.1619
6017031200,"Placerville, CA",0.1619
17173959600,"Herrick, IL",0.1619
6029000904,"Hillcrest, Bakersfield, CA",0.1619
36075021103,"Fulton, NY",0.1619
42079215300,"Bear Creek Village, PA",0.1618
36001014001,"Albany, NY",0.1618
6037534502,"Huntington Park, CA",0.1618
6001435700,"San Lorenzo, CA",0.1618
48339693600,"Conroe, TX",0.1618
25025020303,"West End, Boston, MA",0.1618
27163070701,"Stillwater, MN",0.1618
36047120000,"Kings County, NY",0.1618
55065970200,"Darlington, WI",0.1618
6007000102,"Chico, CA",0.1618
17111870402,"Woodstock, IL",0.1618
32013010600,"Winnemucca, NV",0.1618
53053073116,"Graham, WA",0.1618
27053025803,"West Bloomington, Bloomington, MN",0.1618
36119005702,"New Rochelle, NY",0.1618
42003516100,"Pittsburgh, PA",0.1618
1125010703,"Vance, AL",0.1618
24031701800,"Takoma Park, MD",0.1618
24015030200,"Chesapeake City, MD",0.1618
6097150305,"Sonoma, CA",0.1618
12086006302,"Coral Way, Miami, FL",0.1618
42071011704,"Lancaster, PA",0.1618
26037010108,"DeWitt, MI",0.1618
5063490500,"Batesville, AR",0.1618
51087200904,"Richmond, VA",0.1618
56021002000,"Burns, WY",0.1618
4013812400,"Chandler, AZ",0.1618
9003480700,"Thompsonville, Enfield, CT",0.1618
40105172300,"Nowata, OK",0.1617
17057952900,"Canton, IL",0.1617
35015000401,"Carlsbad, NM",0.1617
48201323400,"Pasadena, TX",0.1617
48471790300,"Huntsville, TX",0.1617
42017102300,"Perkasie, PA",0.1617
6095252705,"Suisun City, CA",0.1617
54039002000,"Charleston, WV",0.1617
48221160206,"Granbury, TX",0.1617
29037060301,"Raymore, MO",0.1617
31055007313,"North Central Omaha, Omaha, NE",0.1617
6075020700,"Mission Dolores, San Francisco, CA",0.1617
39061024902,"Treetops, Cincinnati, OH",0.1617
6067007429,"Pepperwood, Sacramento, CA",0.1617
22051026000,"Harvey, LA",0.1617
6073020705,"Escondido, CA",0.1617
42097081000,"Mount Carmel, PA",0.1617
12021010110,"Naples Park, Naples, FL",0.1617
6065040611,"Corona, CA",0.1617
25015821400,"Hadley, MA",0.1617
20173002100,"Crown Heights, Wichita, KS",0.1617
4019004120,"Amado, AZ",0.1617
34007607802,"Lindenwold, NJ",0.1617
25021422200,"Weymouth, MA",0.1617
55025000204,"Madison, WI",0.1617
29095014300,"South Kansas City, Kansas City, MO",0.1617
22001960400,"Iota, LA",0.1617
4021000210,"Skyline Ranch, Queen Creek, AZ",0.1617
12086019900,"Miami, FL",0.1617
12086001602,"Hialeah, FL",0.1617
40027201000,"Norman, OK",0.1616
36071013700,"Highland Falls, NY",0.1616
4019004634,"Tucson, AZ",0.1616
17097861202,"Round Lake Beach, IL",0.1616
17031520600,"East Side, Chicago, IL",0.1616
19153003100,"Westwood, Des Moines, IA",0.1616
4013422402,"Stonebridge Lakes Manor, Gilbert, AZ",0.1616
13135050718,"Snellville, GA",0.1616
9005425600,"Falls Village, Canaan, CT",0.1616
30081000600,"Hamilton, MT",0.1616
4013617000,"Paradise Valley Village, Phoenix, AZ",0.1616
40027202201,"Moore, OK",0.1616
36029005201,"Parkside, Buffalo, NY",0.1616
17031823302,"Chicago, IL",0.1616
13089022401,"Atlanta, GA",0.1616
25017314200,"Dracut, MA",0.1616
12117021614,"Altamonte Springs, FL",0.1616
13021013408,"Macon, GA",0.1616
51061930707,"Bealeton, VA",0.1616
18097320303,"Washington Township, Indianapolis, IN",0.1616
47157021020,"Shelby County, TN",0.1616
17031241500,"West Town, Chicago, IL",0.1616
48201551200,"Greenwood Forest, Houston, TX",0.1616
36103145902,"Pine Aire, Bay Shore, NY",0.1616
26037010201,"Lansing, MI",0.1616
17073030201,"Orion, IL",0.1616
36027070101,"Staatsburg, NY",0.1616
42019903100,"Butler, PA",0.1615
39153532708,"Macedonia, OH",0.1615
42003040500,"Central Oakland, Pittsburgh, PA",0.1615
26125144600,"Waterford Township, MI",0.1615
6073012800,"Chula Vista, CA",0.1615
51510201400,"Potomac West, Alexandria, VA",0.1615
25027755100,"Dudley, MA",0.1615
24025301106,"Bel Air, MD",0.1615
36061022302,"Harlem, New York, NY",0.1615
12127080807,"Ormond Beach, FL",0.1615
24033805201,"Hyattsville, MD",0.1615
24003707002,"Churchton, Deale, MD",0.1615
6073009306,"Serra Mesa, San Diego, CA",0.1615
19113010100,"Coggon, IA",0.1615
41005020401,"Rosewood, Lake Oswego, OR",0.1615
6037123103,"North Hollywood, Los Angeles, CA",0.1615
53053072406,"Gig Harbor, WA",0.1615
6065043810,"Beaumont, CA",0.1615
48113007805,"Lake Highlands, Dallas, TX",0.1615
27053021200,"Minneapolis, MN",0.1615
51107610702,"Purcellville, VA",0.1615
6067009108,"Sacramento, CA",0.1615
40023966900,"Fort Towson, OK",0.1614
19193003200,"Moville, IA",0.1614
6093001000,"Mount Shasta, CA",0.1614
48493000600,"Poth, TX",0.1614
6073020208,"Midway, Escondido, CA",0.1614
12057013409,"Valrico, FL",0.1614
6111005404,"Camarillo, CA",0.1614
28049000100,"Jackson, MS",0.1614
18167010702,"Terre Haute, IN",0.1614
48201550603,"Camden Park, Houston, TX",0.1614
36011040600,"Auburn, NY",0.1614
36103146201,"Brentwood, NY",0.1614
42127960600,"Hawley, PA",0.1614
36081061602,"Queens County, NY",0.1614
39009973101,"Athens, OH",0.1614
36005021301,"Bronx County, NY",0.1614
41035971300,"Klamath Falls, OR",0.1614
53063012701,"Spokane Valley, WA",0.1614
48167722001,"Texas City, TX",0.1614
6029002816,"Spice Tract, Bakersfield, CA",0.1614
39153533102,"Hudson, OH",0.1614
36029005000,"North Delaware, Buffalo, NY",0.1614
4005001200,"Flagstaff, AZ",0.1614
48479001721,"Del Mar Hills Area A, Laredo, TX",0.1614
17099961800,"Earlville, IL",0.1614
53041971100,"Chehalis, WA",0.1614
12127082508,"Seminole Woods, Port Orange, FL",0.1614
42133021420,"Shiloh, PA",0.1614
36029014901,"Alden, NY",0.1613
48201100000,"Central Business District, Houston, TX",0.1613
34003018200,"Fairview, NJ",0.1613
26063950700,"Bay Port, MI",0.1613
6053010306,"Prunedale, CA",0.1613
6037201501,"Northeast Los Angeles, Los Angeles, CA",0.1613
42003439000,"Sewickley, PA",0.1613
6077003406,"Valley Oak, Stockton, CA",0.1613
12071040117,"Fort Myers, FL",0.1613
26099260100,"Warren, MI",0.1613
53057940200,"Anacortes, WA",0.1613
36047043900,"Kings County, NY",0.1613
48291701400,"Ames, TX",0.1613
27123034702,"Conway, Saint Paul, MN",0.1613
6067009324,"Elk Grove, CA",0.1613
48061011901,"La Feria, TX",0.1613
6037571502,"Bixby North, Long Beach, CA",0.1613
6001423400,"South Berkeley, Berkeley, CA",0.1613
9007680100,"Westbrook, CT",0.1613
48473680600,"Hockley, TX",0.1613
36005033600,"Bronx County, NY",0.1613
6107001006,"Visalia, CA",0.1613
29041470300,"Salisbury, MO",0.1613
27163071001,"Woodbury, MN",0.1613
27037060727,"Eagan, MN",0.1613
39035178204,"Parma Heights, OH",0.1613
12099007758,"Wellington, FL",0.1613
22055001901,"Duson, LA",0.1613
40147000600,"Bartlesville, OK",0.1612
8085966100,"Nucla, CO",0.1612
32003005341,"Highland Hills, Henderson, NV",0.1612
41003001101,"Corvallis, OR",0.1612
13067030601,"Shiloh Valley, Kennesaw, GA",0.1612
36091061901,"Ballston Spa, NY",0.1612
6037265303,"Westwood, Los Angeles, CA",0.1612
6071000901,"Upland, CA",0.1612
48141004314,"O'Shea Keleher, El Paso, TX",0.1612
40141070500,"Grandfield, OK",0.1612
28047001600,"Gulfport, MS",0.1612
27005450900,"Detroit Lakes, MN",0.1612
48201533901,"Northwest Park, Houston, TX",0.1612
36029010103,"Buffalo, NY",0.1612
48113016618,"DeSoto, TX",0.1612
29095010600,"East Side, Kansas City, MO",0.1612
36081023600,"Queens County, NY",0.1612
12011060112,"Tamarac, FL",0.1612
36047079400,"Kings County, NY",0.1612
39035186104,"Strongsville, OH",0.1612
6081607702,"East San Mateo, San Mateo, CA",0.1612
12017450701,"Hernando, FL",0.1612
20103070900,"Leavenworth, KS",0.1612
8059010208,"Highlands, Arvada, CO",0.1612
6073017041,"Poway, CA",0.1612
48139060210,"Waxahachie, TX",0.1612
48201542301,"Katy, TX",0.1612
28035000800,"Hattiesburg, MS",0.1612
6111001602,"Ventura, CA",0.1612
51550020001,"Indian River, Chesapeake, VA",0.1612
34035052001,"North Plainfield, NJ",0.1611
6059021917,"Orange, CA",0.1611
4013061032,"Surprise, AZ",0.1611
54077964400,"Newburg, WV",0.1611
6011000500,"Colusa, CA",0.1611
8059009843,"Golden, CO",0.1611
44003020604,"Coventry, RI",0.1611
42129806200,"Smithton, PA",0.1611
17031080201,"Near North Side, Chicago, IL",0.1611
25013810700,"Chicopee, MA",0.1611
9001081000,"Stratford, CT",0.1611
39061021501,"Cincinnati, OH",0.1611
48491020320,"Block House Creek, Leander, TX",0.1611
6037433700,"South El Monte, CA",0.1611
55139001900,"Oshkosh, WI",0.1611
21111011709,"Louisville, KY",0.1611
53033020800,"Richmond Highlands, Shoreline, WA",0.1611
36047049300,"Kings County, NY",0.1611
8103951200,"Rangely, CO",0.1611
26161412700,"Ypsilanti, MI",0.1611
12099004810,"Lake Worth, FL",0.1611
8045951902,"New Castle, CO",0.1611
6067009316,"Southwoods, Sacramento, CA",0.1611
6081610601,"Fair Oaks, Redwood City, CA",0.1611
4013811000,"Chandler, AZ",0.1611
26077003003,"Mattawan, MI",0.1611
49035112609,"Sandy, UT",0.1611
15003000902,"Kaimuki, Honolulu, HI",0.1611
42091205807,"King of Prussia, PA",0.1611
25027709502,"Leominster, MA",0.161
34007603601,"Ashland, Cherry Hill, NJ",0.161
32003003305,"Las Vegas, NV",0.161
42075002900,"Myerstown, PA",0.161
48201531000,"North Houston, Houston, TX",0.161
13077170602,"Newnan, GA",0.161
6067008138,"Larchmont Northridge, Citrus Heights, CA",0.161
4021000205,"Pecan Creek, Queen Creek, AZ",0.161
48441013404,"Abilene, TX",0.161
4013422210,"Chandler, AZ",0.161
37071032505,"Gastonia, NC",0.161
25019950500,"Nantucket, MA",0.161
48409011100,"Odem, TX",0.161
48439113808,"Watauga, TX",0.161
53033031502,"Enumclaw, WA",0.161
8031012014,"Marston, Littleton, CO",0.161
42091202401,"Elkins Park, PA",0.161
12103026102,"Clearwater, FL",0.161
12086004103,"Mid-Beach, Miami, FL",0.161
6065031704,"Presidential Park, Riverside, CA",0.161
17117956300,"Carlinville, IL",0.161
32023960200,"Tonopah, NV",0.161
48291700700,"Liberty, TX",0.161
6075060400,"Lakeshore, San Francisco, CA",0.161
48061010203,"Harlingen, TX",0.161
48183010600,"Kilgore, TX",0.161
53009001900,"Sequim, WA",0.161
36047006900,"Kings County, NY",0.161
6031000701,"Hanford, CA",0.161
24033801411,"Fort Washington, MD",0.161
24047951200,"Snow Hill, MD",0.161
51177020105,"Fredericksburg, VA",0.1609
48439111524,"East Arlington, Arlington, TX",0.1609
30031000800,"Bozeman, MT",0.1609
41051000401,"Southeast Portland, Portland, OR",0.1609
12061050604,"Vero Beach, FL",0.1609
4013611800,"Deer Valley, Glendale, AZ",0.1609
39023002000,"Aberfelda Hills, Springfield, OH",0.1609
23005017303,"Scarborough, ME",0.1609
19163013705,"Bettendorf, IA",0.1609
35005000500,"Roswell, NM",0.1609
48465950500,"Del Rio, TX",0.1609
51061930302,"Warrenton, VA",0.1609
6065050300,"Murrieta, CA",0.1609
53011041321,"Vancouver, WA",0.1609
6037208402,"Central LA, Los Angeles, CA",0.1609
6037215102,"Central LA, Los Angeles, CA",0.1609
6037143200,"West Toluca Lake, Los Angeles, CA",0.1609
42115032000,"Friendsville, PA",0.1609
41067031703,"Cooper Mountain - Aloha North, Aloha, OR",0.1609
4021000316,"Gold Canyon, AZ",0.1609
29095013801,"Lee's Summit, MO",0.1609
4013319401,"South Tempe, Tempe, AZ",0.1609
36047067400,"Kings County, NY",0.1609
24033804400,"Brentwood, MD",0.1609
26161404600,"Bryant Pattengill East, Ann Arbor, MI",0.1609
